lsoa,Rent_per_m,green_space,safety,schools
E01000205,2076.4,0.30768399999999996,0.986362907,0.8299999999999998
E01000206,12256.5,0.5179933335,0.983635489,0.83
E01000207,2470.6,0.41091733359999993,0.982351997,0.85
E01000208,2476.8,0.1709346668,0.9793037059999999,0.85
E01000209,2204.5,0.3223033335,0.987165089,0.87
E01000210,1708.0,0.4101333332,0.9802663240000001,0.85
E01000211,964.6666666666666,0.24133111116666664,0.961013958,0.82
E01000212,3223.25,0.37867333324999997,0.981389379,0.84
E01000213,5500.0,0.329085,0.984277234,0.83
E01000214,1738.4,0.4919480002,0.976736724,0.8299999999999998
E01000215,1640.4,0.1661399998,0.988127707,0.85
E01000216,1804.0,0.0648066668,0.978501524,0.86
E01000217,2222.0,0.023645,0.986202471,0.84
E01000218,1773.5,0.00909666675,0.980266324,0.83
E01000219,1334.0,0.1021,0.95026472,0.81
E01000220,1369.5,0.0,0.987004653,0.84
E01000221,734.5,0.38670666675,0.96534574,0.73
E01000222,1154.5,0.27453333325,0.975453233,0.7
E01000223,1019.0,0.1473116665,0.962297449,0.71
E01000224,1198.75,0.14582499999999998,0.986362907,0.71
E01000225,2287.5,0.23759666675,0.982833307,0.87
E01000226,709.2,0.0980306668,0.976415851,0.74
E01000227,1136.2,0.0,0.986362907,0.79
E01000228,1265.0,0.19014499975,0.980105888,0.86
E01000229,851.8,0.1932733334,0.981228943,0.8
E01000230,1051.0,0.0489333334,0.986362907,0.8100000000000002
E01000231,834.0,0.1531853334,0.9664687950000002,0.8299999999999998
E01000232,1166.2,0.0553333332,0.9847585430000001,0.8299999999999998
E01000233,1063.6,0.010512,0.9780202150000001,0.79
E01000234,1207.2,0.10968800000000001,0.9836354889999999,0.8
E01000235,999.5,0.32567999999999997,0.972565378,0.72
E01000236,1220.6,0.40615600020000003,0.980426761,0.8699999999999999
E01000237,1151.8,0.33676933340000004,0.950746029,0.8400000000000001
E01000238,1258.6,0.3240826666,0.972565378,0.8400000000000001
E01000239,633.8571428571429,0.3985904762857143,0.964383122,0.7700000000000001
E01000240,1286.0,0.34689999974999997,0.979785015,0.77
E01000241,1452.0,0.21458666659999998,0.981228943,0.8299999999999998
E01000242,2037.4,0.2479813332,0.98267287,0.8400000000000001
E01000243,773.8333333333334,0.2069544445,0.963420504,0.83
E01000244,1067.75,0.43946666674999996,0.970319268,0.76
E01000245,692.8333333333334,0.21851888883333334,0.94095941,0.79
E01000246,1259.6,0.4666840002,0.986523343,0.8299999999999998
E01000247,785.1666666666666,0.3714555556666667,0.9834750519999998,0.84
E01000248,1091.2,0.26501066679999996,0.971763196,0.9200000000000002
E01000249,1485.6,0.1055573334,0.989090326,0.9099999999999999
E01000250,971.1666666666666,0.3699733335,0.937269373,0.84
E01000251,832.3333333333334,0.2792755556666667,0.963099631,0.85
E01000252,844.3333333333334,0.4121655553333334,0.992299053,0.85
E01000253,2255.8,0.1808813332,0.979464142,0.85
E01000254,1288.0,0.4469626668,0.9914968710000001,0.9099999999999999
E01000255,1311.5,0.509525,0.977538906,0.76
E01000256,1341.0,0.3143466666,0.978180651,0.77
E01000257,873.8,0.3462813336,0.958126103,0.74
E01000258,1468.6,0.3474693336,0.96181614,0.82
E01000259,1134.142857142857,0.394582857,0.979624579,0.75
E01000260,1029.6,0.3776999998,0.9634205039999999,0.77
E01000261,1971.8,0.2634013332,0.9889298889999999,0.8699999999999999
E01000262,1269.1666666666667,0.189021111,0.98267287,0.7600000000000001
E01000263,2279.25,0.27998166674999997,0.99069469,0.86
E01000264,1171.4,0.2715853334,0.961655704,0.8100000000000002
E01000265,817.1666666666666,0.24170444433333335,0.978341088,0.81
E01000266,1818.0,0.20585166675,0.985881598,0.85
E01000267,1217.6,0.33852000000000004,0.985881598,0.85
E01000268,755.2,0.22594799999999998,0.962618322,0.8100000000000002
E01000269,1032.0,0.28046333349999997,0.990373817,0.83
E01000270,1025.4,0.3316893334,0.985239852,0.8299999999999998
E01000271,1293.0,0.2744066668,0.989892508,0.8299999999999998
E01000272,2674.0,0.2248533335,0.993101235,0.85
E01000273,1105.6,0.4873893332,0.9773784689999999,0.82
E01000274,923.6,0.077857333,0.978341088,0.82
E01000275,1381.2,0.61586,0.982993743,0.8299999999999998
E01000276,2100.5,0.3135366665,0.992940799,0.84
E01000277,1023.8333333333334,0.12134777783333334,0.9854002889999999,0.86
E01000278,1707.0,0.22561000000000003,0.991817744,0.82
E01000279,3638.0,0.3045183335,0.989571635,0.92
E01000280,3718.75,0.237226667,0.99021338,0.84
E01000281,1125.75,0.40926500025,0.964383122,0.78
E01000282,1540.6,0.3666693336,0.984116798,0.85
E01000283,2134.5,0.43365166675,0.992780363,0.87
E01000284,900.1666666666666,0.37396555550000005,0.974971924,0.77
E01000285,948.0,0.2521000002,0.9836354889999999,0.8100000000000002
E01000286,767.6,0.46465333319999996,0.967110541,0.77
E01000287,838.8,0.375046667,0.9759345419999998,0.79
E01000288,1206.0,0.4215413336,0.9908551259999999,0.8100000000000002
E01000289,756.4,0.2709213334,0.962618322,0.79
E01000290,1959.0,0.4392240002,0.983314616,0.85
E01000291,931.0,0.19777600020000002,0.9602117759999999,0.77
E01000292,961.8,0.299624,0.977218033,0.8400000000000001
E01000293,1320.4,0.45019200020000005,0.9818706880000001,0.8400000000000001
E01000294,986.6,0.26128000020000003,0.9815498149999999,0.85
E01000295,1593.2,0.12119200020000001,0.989892508,0.8299999999999998
E01000296,1016.4,0.0722946666,0.9473768650000001,0.82
E01000297,901.5,0.24880833349999998,0.992299053,0.75
E01000298,1035.4,0.1886320002,0.977538906,0.8299999999999998
E01000299,963.5,0.0,0.9311727900000001,0.7799999999999999
E01000300,1443.0,0.11114799980000001,0.9876463980000001,0.8400000000000001
E01000301,1768.75,0.21325,0.989892508,0.85
E01000302,877.0,0.05342333316666667,0.984598107,0.8000000000000002
E01000303,1490.0,0.24240833374999998,0.992138617,0.86
E01000304,1033.6,0.3075266666,0.98491898,0.8100000000000002
E01000305,768.0,0.62153166675,0.976255415,0.76
E01000306,830.5,0.197715,0.987165089,0.71
E01000307,1018.0,0.23561666650000002,0.854002888,0.69
E01000308,722.4,0.5474240002,0.966147922,0.78
E01000309,1164.8,0.1755826666,0.990052944,0.8100000000000002
E01000310,1056.0,0.167236,0.9793037059999999,0.75
E01000311,2253.5,0.40127666674999996,0.980266324,0.9
E01000312,545.2,0.46980533339999997,0.98491898,0.8100000000000002
E01000313,717.0,0.4464106668,0.9730466869999999,0.77
E01000314,1695.4,0.056605333199999996,0.939836355,0.78
E01000315,887.4,0.3874746668,0.9693566500000002,0.74
E01000316,1160.8333333333333,0.1416033335,0.936146318,0.7799999999999999
E01000317,1221.0,0.076656,0.982031125,0.79
E01000318,1351.0,0.1977000002,0.9730466869999999,0.8100000000000002
E01000319,1574.5,0.13733000025,0.987325525,0.83
E01000320,1230.0,0.144672,0.9886090170000001,0.8400000000000001
E01000321,992.6,0.1762240002,0.9802663240000001,0.78
E01000322,826.1666666666666,0.016891111,0.9767367239999999,0.83
E01000323,802.3333333333334,0.051583333333333335,0.9661479219999999,0.8000000000000002
E01000324,1244.6,0.24118533339999998,0.991175999,0.82
E01000325,903.6,0.28998,0.9931012349999999,0.75
E01000326,559.5,0.3253416665,0.988929889,0.73
E01000327,927.6,0.1636720002,0.988769453,0.74
E01000328,678.4,0.405708,0.986362907,0.82
E01000329,840.75,0.2616183335,0.97336756,0.77
E01000330,637.1666666666666,0.1432166666666667,0.970158832,0.75
E01000331,635.6,0.4459826672,0.989892508,0.8
E01000332,584.2,0.5212373334,0.983956361,0.65
E01000333,510.0,0.6065233335000001,0.966308359,0.68
E01000334,622.0,0.4867933338,0.989732071,0.69
E01000335,470.0,0.4423906666,0.955879994,0.68
E01000336,483.6666666666667,0.44128444416666673,0.958767849,0.69
E01000337,545.6,0.6319173332,0.978341088,0.71
E01000338,551.4,0.6211000004,0.9802663240000001,0.69
E01000339,923.6,0.3822546666,0.992138617,0.79
E01000340,750.8,0.265684,0.989892508,0.8
E01000341,817.8,0.2846986666,0.993903417,0.82
E01000342,666.4,0.5078413334,0.984116798,0.8
E01000343,899.0,0.33938,0.986202471,0.81
E01000344,860.6,0.4706213332,0.988288144,0.82
E01000345,973.25,0.46152833375,0.993903417,0.78
E01000346,781.4,0.477288,0.9821915610000002,0.78
E01000347,675.2,0.408616,0.986202471,0.77
E01000348,1102.0,0.54214666675,0.991657308,0.8
E01000349,963.8,0.309204,0.991175999,0.77
E01000350,981.25,0.44672333325,0.985400289,0.76
E01000351,766.2,0.5581746666,0.990373817,0.7
E01000352,619.6,0.3472546666,0.98491898,0.75
E01000353,858.0,0.07640933320000001,0.994545163,0.7
E01000354,694.0,0.0,0.991175999,0.75
E01000355,901.2,0.1856306666,0.989892508,0.67
E01000356,900.4,0.0932586662,0.9836354889999999,0.82
E01000357,955.5,0.10520666675000001,0.994545163,0.77
E01000358,802.8,0.0950626668,0.990373817,0.8100000000000002
E01000359,842.25,0.09170833325,0.990534253,0.78
E01000360,740.2,0.2914466664,0.9154500239999999,0.8100000000000002
E01000361,784.0,0.266666667,0.98491898,0.75
E01000362,870.4,0.1807533336,0.9173752609999999,0.76
E01000363,902.8,0.162332,0.991175999,0.77
E01000364,802.8,0.5571706668,0.986362907,0.76
E01000365,623.4,0.11560533339999998,0.987165089,0.79
E01000366,761.4,0.324982667,0.989250762,0.8
E01000367,546.2,0.39412133320000003,0.9682335949999998,0.62
E01000368,538.8,0.0717733334,0.988288144,0.66
E01000369,664.6,0.13428666660000002,0.986202471,0.64
E01000370,778.2,0.23446533340000003,0.9866837800000001,0.72
E01000371,625.6,0.1080333336,0.988288144,0.65
E01000372,667.2,0.47975599999999996,0.982993743,0.66
E01000373,539.0,0.3433986666,0.987004653,0.68
E01000374,650.5,0.31300499975,0.986042034,0.73
E01000375,663.6,0.1351946666,0.983314616,0.76
E01000376,626.8,0.40465999999999996,0.9905342530000001,0.75
E01000377,603.4,0.3264786666,0.9857211620000002,0.79
E01000378,597.125,0.5465075,0.932295845,0.81
E01000379,651.0,0.2825346668,0.987004653,0.77
E01000380,502.1666666666667,0.2913511113333333,0.985560725,0.7200000000000001
E01000381,573.5,0.3538655556666666,0.985239852,0.7200000000000001
E01000382,998.4,0.4730000002,0.9905342530000001,0.82
E01000383,914.2,0.3497213336,0.9703192680000001,0.77
E01000384,615.0,0.49917777783333334,0.9878068350000001,0.8000000000000002
E01000385,579.8,0.5032093336,0.964222686,0.79
E01000386,524.8,0.6348746670000001,0.967752286,0.76
E01000387,937.6,0.5671773335999999,0.992940799,0.76
E01000388,769.0,0.347670667,0.978501524,0.78
E01000389,876.8,0.37393066680000003,0.981389379,0.8100000000000002
E01000390,770.25,0.266666667,0.986202471,0.75
E01000391,688.0,0.364202667,0.984116798,0.75
E01000392,561.8,0.3246146668,0.96759185,0.77
E01000393,658.4,0.423218667,0.9845981069999998,0.76
E01000394,713.0,0.3895626664,0.985400289,0.8100000000000002
E01000395,962.75,0.3437266665,0.986042034,0.84
E01000396,887.25,0.1324466665,0.992619926,0.83
E01000398,716.2,0.4594133336,0.991015562,0.7
E01000399,793.0,0.305544,0.983956361,0.78
E01000400,651.4,0.27708533319999995,0.987806835,0.72
E01000401,688.8,0.2587679998,0.97914327,0.72
E01000402,573.4,0.49414400040000006,0.9817102519999998,0.68
E01000403,472.7142857142857,0.38463714271428573,0.921225734,0.67
E01000404,420.0,0.2171428577142857,0.955398684,0.74
E01000405,509.25,0.2964783335,0.981228943,0.69
E01000406,538.4,0.43723333340000003,0.9788223969999998,0.7
E01000407,791.8,0.2850933332,0.991015562,0.75
E01000408,523.4,0.4435800002,0.970640141,0.72
E01000409,762.2,0.3070226666,0.9934221080000001,0.76
E01000410,768.2,0.00044799999999999994,0.9778597789999999,0.79
E01000411,707.0,0.15130000025,0.991175999,0.8
E01000412,740.6,0.187482667,0.9914968710000001,0.8100000000000002
E01000413,736.0,0.14669666675,0.990052944,0.8
E01000414,642.6,0.3193733334,0.953633884,0.74
E01000415,909.0,0.05338833325,0.993903417,0.77
E01000416,583.0,0.6953733335,0.968714905,0.74
E01000417,598.8,0.4306280001999999,0.982993743,0.69
E01000418,540.1666666666666,0.4748577778333334,0.9786619609999999,0.73
E01000419,769.4,0.43539333319999995,0.993261672,0.74
E01000420,740.0,0.6639746668,0.9895716350000001,0.73
E01000421,806.0,0.3678959998,0.9931012349999999,0.76
E01000422,421.2,0.7122080000000001,0.965666613,0.75
E01000423,1010.2,0.0909333332,0.9937429810000001,0.86
E01000424,993.1666666666666,0.268466667,0.98267287,0.8000000000000002
E01000425,1071.8,0.276904,0.993261672,0.8299999999999998
E01000426,729.1666666666666,0.32649888883333333,0.991496871,0.8000000000000002
E01000427,757.2857142857143,0.36546571414285717,0.981389379,0.79
E01000428,632.3333333333334,0.49944111116666673,0.964864431,0.73
E01000429,351.5,0.2675966666666667,0.966308359,0.66
E01000430,543.4,0.2864666668,0.977218033,0.74
E01000431,503.0,0.2914773332,0.954115193,0.71
E01000432,575.6,0.5992080002,0.977538906,0.7
E01000433,525.4,0.5292093332000001,0.967752286,0.71
E01000434,526.6,0.5217986666,0.979624579,0.65
E01000435,565.25,0.36278333325,0.964222686,0.67
E01000436,947.0,0.3306333334,0.991978181,0.76
E01000437,707.75,0.35827999975,0.988127707,0.7
E01000438,585.4,0.5089706668,0.982351997,0.69
E01000439,604.0,0.36081333325,0.96759185,0.69
E01000440,748.25,0.11973500000000001,0.993422108,0.77
E01000441,567.2,0.3351200002,0.976255415,0.71
E01000442,739.0,0.3586426664,0.9866837800000001,0.73
E01000443,758.75,0.36438499999999996,0.993582545,0.73
E01000444,1333.2,0.30949466680000004,0.992299053,0.8699999999999999
E01000445,976.2,0.227076,0.9905342530000001,0.8
E01000446,720.4,0.5800986668,0.989732071,0.71
E01000447,765.6,0.6589853334,0.972565378,0.82
E01000448,1115.0,0.17216499999999998,0.994545163,0.81
E01000449,1248.0,0.2527960002,0.9937429810000001,0.8299999999999998
E01000450,719.0,0.613726667,0.989411198,0.71
E01000451,723.8,0.40159599979999994,0.9845981069999998,0.7
E01000452,840.0,0.10184833325,0.993742981,0.78
E01000453,729.75,0.10212833325000001,0.989250762,0.78
E01000454,632.6,0.4960826664,0.9860420340000001,0.7
E01000455,701.2,0.2512680002,0.9905342530000001,0.74
E01000456,813.5,0.091905,0.991978181,0.77
E01000457,608.8,0.2887253336,0.948339483,0.8100000000000002
E01000458,791.0,0.39692000040000003,0.9934221080000001,0.8400000000000001
E01000459,783.1666666666666,0.448482222,0.9849189800000001,0.81
E01000460,1041.5,0.39486333325,0.990373817,0.78
E01000461,1005.6,0.35172266680000003,0.991978181,0.82
E01000462,648.5,0.43010222216666666,0.968875341,0.79
E01000463,848.5,0.50332999975,0.99021338,0.77
E01000464,437.75,0.5478483329999999,0.978180651,0.79
E01000465,416.5,0.5325755556666666,0.977057597,0.75
E01000466,490.0,0.41763200000000006,0.9637413770000001,0.6
E01000467,489.6,0.388184,0.9828333070000002,0.79
E01000468,500.625,0.3469525,0.96534574,0.78
E01000469,448.8,0.4689,0.9793037059999999,0.77
E01000470,388.4,0.523224,0.9831541789999999,0.79
E01000471,895.5,0.32234999975,0.987646398,0.71
E01000472,637.5,0.28891666650000003,0.954917375,0.78
E01000473,864.5,0.15186500025,0.952992139,0.71
E01000474,881.0,0.010975,0.984758543,0.7
E01000475,825.8,0.4091080002,0.950906466,0.77
E01000476,935.75,0.27747000025,0.981068506,0.69
E01000477,611.6,0.2111466664,0.959088721,0.71
E01000478,905.75,0.24549833324999998,0.974651051,0.7
E01000479,1753.25,0.4034816665,0.971763196,0.78
E01000480,1587.25,0.275696667,0.985721162,0.8
E01000481,978.8,0.3920306666,0.985560725,0.8400000000000001
E01000482,1046.7142857142858,0.2772066665714286,0.908551259,0.83
E01000483,608.0,0.20934666659999998,0.967110541,0.8299999999999998
E01000484,884.5,0.3893466665,0.984116798,0.78
E01000485,1094.25,0.471886667,0.987485962,0.78
E01000486,1324.5,0.30590666675,0.987646398,0.78
E01000487,1107.2,0.383782667,0.9788223969999998,0.77
E01000488,2430.5,0.13883,0.987967271,0.75
E01000489,2378.2,0.125464,0.9809080700000001,0.8
E01000490,1559.0,0.0671866666,0.951066902,0.79
