lsoa,avg_lat,avg_long
E01000306,51.578725455,-0.23472089325
E01000307,51.57565668,-0.23097935625
E01000308,51.579263868,-0.245142189
E01000309,51.584792760000006,-0.2348538654
E01000310,51.57938448,-0.2256531994
E01000311,51.5812634775,-0.216725155
E01000312,51.58187160800001,-0.2511614714
E01000313,51.580213058000005,-0.23887044300000002
E01000314,51.581505874,-0.2303624928
E01000315,51.609144361999995,-0.1645286478
E01000316,51.604588568333334,-0.17608704666666666
E01000317,51.608006251999996,-0.18037405820000002
E01000318,51.609683412,-0.17256581399999998
E01000319,51.6024720675,-0.1792524015
E01000320,51.61976469,-0.172045357
E01000321,51.62007017,-0.17781131079999998
E01000322,51.616295658333335,-0.17044173816666666
E01000323,51.61419505166666,-0.17413716966666667
E01000324,51.614135546,-0.1639806664
E01000325,51.46208059000001,0.1634982344
E01000326,51.46339844,0.174653421
E01000327,51.462734766000004,0.15532306899999998
E01000328,51.45639809200001,0.16538870519999999
E01000329,51.4560556325,0.155915265
E01000330,51.45878905166666,0.152757158
E01000331,51.452820148,0.1623982048
E01000332,51.485312882,0.151087097
E01000333,51.482151555,0.1456236705
E01000334,51.482200588,0.139331912
E01000335,51.492741482,0.1530214892
E01000336,51.49049139833334,0.14527097583333334
E01000337,51.488181878,0.1427233612
E01000338,51.487812188,0.147200356
E01000339,51.438755463999996,0.0849620252
E01000340,51.452557035999995,0.0896224032
E01000341,51.44937617000001,0.0945171144
E01000342,51.446174234,0.09052620559999999
E01000343,51.4478708025,0.09901616775
E01000344,51.441878508,0.08734514460000001
E01000345,51.442434070000004,0.09375
E01000346,51.445661533999996,0.1101075542
E01000347,51.44817698199999,0.1062512896
E01000348,51.4454364175,0.1255532685
E01000349,51.44683310399999,0.1347999936
E01000350,51.4449462575,0.104123825
E01000351,51.443776476,0.11689935920000001
E01000352,51.448974488,0.11489443660000001
E01000353,51.469135494,0.14367380400000002
E01000354,51.47041612,0.13460482099999999
E01000355,51.468190354,0.1510879296
E01000356,51.46658056,0.1318917788
E01000357,51.46751529,0.12672327249999998
E01000358,51.465923636,0.1393191362
E01000359,51.4729039525,0.13082587375
E01000360,51.457343596,0.13739202960000002
E01000361,51.453560244,0.1308245502
E01000362,51.453598643999996,0.1454791372
E01000363,51.452211732,0.1357417652
E01000364,51.45033352,0.1489530154
E01000365,51.46068483399999,0.1454947404
E01000366,51.4610409,0.1348583902
E01000367,51.472103430000004,0.176845706
E01000368,51.468411765999996,0.1761228916
E01000369,51.47008913,0.1671312938
E01000370,51.467646788,0.16108347839999998
E01000371,51.466160602,0.1704581988
E01000372,51.474348748,0.17021327719999998
E01000373,51.473994164,0.1786638354
E01000374,51.457674319999995,0.1910796415
E01000375,51.449848892,0.18779054
E01000376,51.455282228,0.1877048592
E01000377,51.455151686,0.179263459
E01000378,51.4497218475,0.17504690712499998
E01000379,51.446337408,0.1812615238
E01000380,51.461780213333334,0.18389821383333335
E01000381,51.43150766,0.13075733416666666
E01000382,51.430079879999994,0.11741708440000001
E01000383,51.420663312,0.131854324
E01000384,51.42126854333333,0.11100694883333333
E01000385,51.418716712000005,0.1271323834
E01000386,51.417461086,0.115021662
E01000387,51.433234284,0.12498679500000001
E01000388,51.459486598,0.108441886
E01000389,51.45770959400001,0.1271598692
E01000390,51.45101061,0.12563225625000002
E01000391,51.453107474,0.1081190866
E01000392,51.462221514,0.11337631740000001
E01000393,51.461937195999994,0.1201582626
E01000394,51.46143882,0.1288016588
E01000395,51.464728345,0.086625
E01000396,51.4619223175,0.087675
E01000398,51.471029736000006,0.09459999999999999
E01000399,51.466163705999996,0.0931384708
E01000400,51.467334768,0.09804929840000001
E01000401,51.46719391199999,0.10591758840000001
E01000402,51.48408614,0.1552062984
E01000403,51.47993032142857,0.17875743514285714
E01000404,51.484897215714284,0.1741792552857143
E01000405,51.4855940025,0.16829138225
E01000406,51.483502857999994,0.1614875118
E01000407,51.478700518000004,0.16733790119999997
E01000408,51.489221024,0.162535777
E01000409,51.457506374000005,0.10253500280000001
E01000410,51.457591535999995,0.09276
E01000411,51.45511186,0.09890296725
E01000412,51.457886599999995,0.08628
E01000413,51.45270703,0.09632742325
E01000414,51.46263011800001,0.1026487328
E01000415,51.46059762,0.0964
E01000416,51.4934874525,0.12519477825
E01000417,51.48298052,0.1261176082
E01000418,51.49093162333333,0.13016584116666666
E01000419,51.478363046000005,0.1278327546
E01000420,51.479138002,0.1376331838
E01000421,51.475970926,0.13376975019999998
E01000422,51.495424809999996,0.1252272404
E01000423,51.43373331400001,0.07912
E01000424,51.43128052833333,0.09851061216666666
E01000425,51.43406875000001,0.08756
E01000426,51.430104715,0.08795000000000001
E01000427,51.42716696714286,0.09202857142857143
E01000428,51.42364827,0.09951020366666667
E01000429,51.476788281666664,0.18605516516666665
E01000430,51.473912471999995,0.1974955034
E01000431,51.474675332000004,0.1836212602
E01000432,51.470163428,0.19023098700000002
E01000433,51.468136144000006,0.1841728282
E01000434,51.46947929,0.19411476119999999
E01000435,51.4655428975,0.18145026525
E01000436,51.473448671999996,0.1409096444
E01000437,51.4764287975,0.1520155605
E01000438,51.475936488,0.1592287834
E01000439,51.4744239375,0.16322549175
E01000440,51.47304412,0.14901228025
E01000441,51.47220350400001,0.1568349454
E01000442,51.477737149999996,0.1463814178
E01000443,51.438272555000005,0.1226305925
E01000444,51.436147828,0.1633372704
E01000445,51.438605704,0.1312795016
E01000446,51.441438831999996,0.1248208086
E01000447,51.442707852,0.1508974438
E01000448,51.440457315,0.13848852075
E01000449,51.443880781999994,0.1438147652
E01000450,51.476547604,0.1198276978
E01000451,51.47362434,0.1183673788
E01000452,51.471513827500004,0.12442532225
E01000453,51.469161355,0.12024840725
E01000454,51.470347952,0.1135503372
E01000455,51.465778002,0.11463489060000001
E01000456,51.4659738525,0.121216465
E01000457,51.428281256000005,0.103437266
E01000458,51.430434330000004,0.11072936740000001
E01000459,51.42599015333334,0.10849144633333334
E01000460,51.440267645,0.10047659275
E01000461,51.43599528,0.1155324158
E01000462,51.434244228333334,0.10205886483333333
E01000463,51.437287267500004,0.091175
E01000464,51.4928525575,0.1316839965
E01000465,51.49371029666667,0.13725842716666667
E01000466,51.496333804,0.1296492872
E01000467,51.51000838,0.1233983174
E01000468,51.51049205875,0.129084594875
E01000469,51.50658847,0.1245362538
E01000470,51.498468916,0.1239857102
E01000471,51.53738743,-0.29118672225
E01000472,51.5363248325,-0.29695812025
E01000473,51.543471894999996,-0.29528521975
E01000474,51.5459641825,-0.29198318025000003
E01000475,51.542417482,-0.30536899559999997
E01000476,51.542986175,-0.28971520275
E01000477,51.54199131200001,-0.284705121
E01000478,51.540312167500005,-0.2944299015
E01000479,51.569643995,-0.26948744675
E01000480,51.5685661875,-0.28027821775
E01000481,51.56827283,-0.2740775446
E01000482,51.56384465285714,-0.27258807771428567
E01000483,51.562734076000005,-0.26557303159999995
E01000484,51.577913845,-0.28613122975
E01000485,51.5783583975,-0.29040815675
E01000486,51.5727325975,-0.286939459
E01000487,51.57241646,-0.2905446828
E01000488,51.54425698,-0.22988983400000002
E01000489,51.5438854,-0.2246404552
E01000490,51.544459694,-0.20682159179999998
E01000491,51.542093576,-0.2144136014
E01000492,51.5405043475,-0.2240510045
E01000493,51.537935424,-0.2260255512
E01000494,51.546157928,-0.21676395680000002
E01000495,51.545570059999996,-0.20926334366666666
E01000497,51.563741284,-0.2270702106
E01000498,51.56674041,-0.24052379325
E01000499,51.565836572500004,-0.23572508425
E01000501,51.56308189400001,-0.23462700659999997
E01000502,51.562003155,-0.24243792875
E01000503,51.560741106,-0.2296682476
E01000504,51.552269116000005,-0.22601612840000002
E01000505,51.5523008,-0.23109221525
E01000506,51.55257123599999,-0.246111851
E01000507,51.5538043925,-0.23539733075
E01000508,51.54837095399999,-0.24785992540000001
E01000509,51.5621168525,-0.250043924
E01000510,51.559581465,-0.24736416125
E01000511,51.5567300475,-0.24610333725
E01000512,51.55427256400001,-0.24082461859999998
E01000513,51.5846373975,-0.252715259
E01000514,51.584732795,-0.25913494400000003
E01000515,51.584034476,-0.2672448008
E01000516,51.5877140175,-0.25552039
E01000517,51.58316945,-0.2765875595
E01000518,51.5812929975,-0.2621530625
E01000519,51.577299421999996,-0.264210403
E01000520,51.587226042,-0.2629371458
E01000521,51.540637616000005,-0.2538962702
E01000522,51.541977450000005,-0.2460576962
E01000523,51.539638952857146,-0.2489492297142857
E01000524,51.5372099975,-0.25092729475
E01000525,51.535761756,-0.2525544982
E01000526,51.546339743333334,-0.2513464011666667
E01000527,51.543629685999996,-0.2495129702
E01000528,51.544332188,-0.25320682260000005
E01000530,51.535023084,-0.2308681254
E01000531,51.53233006285715,-0.23015687285714284
E01000532,51.531659714,-0.22727875860000002
E01000533,51.538032418,-0.24202763479999997
E01000534,51.536464658,-0.2358301208
E01000535,51.534617624,-0.2385834278
E01000536,51.582510715,-0.3101347415
E01000538,51.5805047225,-0.300430751
E01000539,51.577679636000006,-0.29629305100000003
E01000540,51.57790752,-0.3073829935
E01000541,51.585655134999996,-0.303702874
E01000543,51.58388773,-0.28572605675
E01000544,51.529864496,-0.196812948
E01000545,51.54300773333333,-0.20145630483333332
E01000546,51.541698956666664,-0.20309419416666666
E01000547,51.53987604833333,-0.20052225199999998
E01000548,51.53886025571428,-0.19669640357142856
E01000549,51.53743703999999,-0.1998013635
E01000550,51.535228929999995,-0.19460154183333334
E01000551,51.53349627666666,-0.19986068533333334
E01000552,51.53170367166667,-0.19536577333333335
E01000553,51.55802556,-0.2201659802
E01000554,51.558806559999994,-0.2242325208
E01000555,51.55516581,-0.22430943125
E01000556,51.555261574,-0.21580207040000002
E01000557,51.554632463999994,-0.21819239379999997
E01000558,51.55175526000001,-0.21230440439999998
E01000559,51.551536866000006,-0.221602001
E01000560,51.550055001666664,-0.2163952408333333
E01000561,51.54869749666667,-0.20697713366666667
E01000562,51.564803957500004,-0.32637344225
E01000563,51.566062715,-0.31849987125
E01000564,51.56380454,-0.3084116145
E01000565,51.561809155,-0.3197387655
E01000566,51.5661525775,-0.31066915549999996
E01000567,51.560673655,-0.3252267385
E01000568,51.577421274,-0.3195383784
E01000569,51.56929161,-0.3132222125
E01000570,51.56033276,-0.2999566065
E01000571,51.55994392,-0.2948496995
E01000572,51.57445155,-0.3077999695
E01000573,51.5718125825,-0.2994202005
E01000574,51.56993294,-0.30468502
E01000575,51.567648858000005,-0.2953694334
E01000576,51.565684125000004,-0.29073924549999997
E01000577,51.56478077833333,-0.3007767375
E01000578,51.563124514,-0.2872572252
E01000579,51.530419994,-0.22023359839999998
E01000580,51.538777370000005,-0.2080543744
E01000581,51.536713608,-0.2189787598
E01000582,51.534414282,-0.21442572379999997
E01000583,51.53481858,-0.20497519066666667
E01000584,51.53510713000001,-0.22333826559999997
E01000585,51.532542136,-0.2226018768
E01000586,51.53177002499999,-0.2163650545
E01000587,51.59413247,-0.269964542
E01000588,51.591311804,-0.2619440028
E01000589,51.590125990000004,-0.2791104608
E01000590,51.590965215999994,-0.268915571
E01000591,51.587221088,-0.2784696008
E01000592,51.597685735,-0.26853004925
E01000593,51.59603761999999,-0.2750753916
E01000594,51.594080545,-0.28173303475
E01000595,51.54367356,-0.2585031205
E01000596,51.546460072,-0.2620671944
E01000599,51.53968402666666,-0.26032572033333334
E01000600,51.537094565,-0.2656389353333333
E01000601,51.550413915,-0.256731335
E01000602,51.551537235,-0.26426085825
E01000603,51.550705535999995,-0.25850140320000004
E01000604,51.549029775,-0.26648368125
E01000605,51.5447917925,-0.26722161699999997
E01000606,51.55776429,-0.3308802986
E01000607,51.556189943999996,-0.311348393
E01000608,51.557572355,-0.3174425591666667
E01000609,51.55631379399999,-0.32374964559999997
E01000610,51.55514873,-0.305241969
E01000611,51.5530959325,-0.317247137
E01000612,51.550350879999996,-0.3108218435
E01000613,51.56073552,-0.306044131
E01000615,51.5577434825,-0.27350976175
E01000616,51.5563617325,-0.28968233375
E01000617,51.552010214999996,-0.281119005
E01000618,51.55013132,-0.27563681175
E01000619,51.5513301525,-0.271552766
E01000620,51.5489478825,-0.28231616375
E01000621,51.546578152500004,-0.27555477675
E01000622,51.565415873999996,-0.257218045
E01000623,51.572270425,-0.2646617545
E01000624,51.57319962199999,-0.25697797499999997
E01000625,51.568363180000006,-0.2631367262
E01000626,51.562745814,-0.25908016739999995
E01000627,51.56132155,-0.256422352
E01000628,51.557343928,-0.2525929994
E01000629,51.575682275999995,-0.2594518956
E01000630,51.55057821333333,-0.2949354676666667
E01000631,51.548578495,-0.30327937699999996
E01000632,51.545039525,-0.2995171215
E01000633,51.5494705225,-0.29967645475
E01000634,51.55492949,-0.30148038066666666
E01000635,51.553812305,-0.2957521636666667
E01000636,51.551812445,-0.2875811715
E01000637,51.549503048,-0.23221035240000001
E01000638,51.549609246,-0.2392736614
E01000639,51.549021774,-0.22772898179999998
E01000640,51.54742745,-0.23650223060000003
E01000641,51.550549548000006,-0.2372181034
E01000642,51.547779795,-0.22448883716666668
E01000643,51.543231891666665,-0.235962649
E01000644,51.54610852,-0.2325149734
E01000645,51.4089447875,0.04615
E01000646,51.406460263999996,0.030247483000000002
E01000647,51.40345707,0.0323
E01000648,51.401151708,0.037680000000000005
E01000649,51.401923985714284,0.055675344714285716
E01000650,51.396045218,0.050973683000000006
E01000651,51.396846749999995,0.043179999999999996
E01000652,51.39194405333333,0.048948618666666666
E01000653,51.410955828,0.03758
E01000654,51.3067827825,0.02815
E01000655,51.30551715,0.022075
E01000656,51.31730698,0.02674775225
E01000657,51.313526628,0.03238672
E01000658,51.3139514675,0.038724999999999996
E01000659,51.310941695,0.025599999999999998
E01000661,51.385204011999996,0.042499999999999996
E01000662,51.388271606,0.04912
E01000663,51.385467292,0.060360000000000004
E01000664,51.38020781,0.052539999999999996
E01000665,51.375665765,0.044733333333333326
E01000666,51.36346999333333,0.034135711
E01000667,51.367955824,0.044579999999999995
E01000668,51.392989983999996,0.03538
E01000669,51.390651632,0.03848
E01000670,51.396126512857144,0.017447439571428573
E01000671,51.39612420166666,0.027524566833333333
E01000672,51.414999352500004,0.00279556675
E01000673,51.410394865,-0.0005316666666666667
E01000674,51.411027858,0.007330000000000001
E01000675,51.40390037166667,0.019857965333333335
E01000676,51.40852007833333,0.013542196333333334
E01000677,51.40424629333333,0.00756
E01000678,51.400178174,0.0243020736
E01000679,51.396942262,0.0325264158
E01000680,51.346587037999996,0.11750141160000001
E01000681,51.367082761999995,0.0879520132
E01000682,51.361623332,0.08442
E01000683,51.364428766,0.0895
E01000684,51.359971191666666,0.09824467716666667
E01000685,51.35809425,0.1057559068
E01000686,51.35774967,0.0918935434
E01000687,51.352839412,0.09286277600000001
E01000688,51.35251936,0.1017174215
E01000689,51.424632144,0.07508000000000001
E01000690,51.42310281,0.06822772775
E01000691,51.423168108000006,0.062226208000000005
E01000692,51.420496291999996,0.06994
E01000693,51.412227147500005,0.08185
E01000694,51.418512134000004,0.049821413
E01000695,51.417118198000004,0.05954
E01000696,51.411163138000006,0.07088
E01000697,51.408681906666665,0.05773333333333333
E01000698,51.398495865,0.09292500000000001
E01000699,51.406493836,-0.0598219586
E01000700,51.40649217666667,-0.045479039666666665
E01000701,51.406379918000006,-0.05294
E01000702,51.40892676,-0.04714
E01000703,51.40697153,-0.0377756712
E01000704,51.403553642,-0.05824
E01000705,51.404276928,-0.06502
E01000706,51.402745708,-0.05073999999999999
E01000707,51.4039704125,-0.038975
E01000708,51.400817664,-0.04296
E01000709,51.410124104,-0.0337755366
E01000710,51.41580555428571,-0.02692857142857143
E01000711,51.41415842375,-0.031162049375
E01000712,51.41177067833333,-0.019765035833333333
E01000713,51.411117084,-0.011618
E01000714,51.40878211571429,-0.025642967142857142
