E09000003,Barnet,67,East Asian language: Vietnamese,129
E09000003,Barnet,68,East Asian language: Thai,165
E09000003,Barnet,69,East Asian language: Malay,208
E09000003,Barnet,70,East Asian language: Tagalog or Filipino,1799
E09000003,Barnet,71,East Asian language: Any other East Asian language,239
E09000003,Barnet,72,Oceanic or Australian language,5
E09000003,Barnet,73,North or South American language,1
E09000003,Barnet,75,Caribbean Creole: Any other Caribbean Creole,15
E09000003,Barnet,76,African language: Amharic,154
E09000003,Barnet,77,African language: Tigrinya,145
E09000003,Barnet,78,African language: Somali,1124
E09000003,Barnet,79,African language: Krio,9
E09000003,Barnet,80,African language: Akan,259
E09000003,Barnet,81,African language: Yoruba,89
E09000003,Barnet,82,African language: Igbo,148
E09000003,Barnet,83,African language: Swahili or Kiswahili,188
E09000003,Barnet,84,African language: Luganda,19
E09000003,Barnet,85,African language: Lingala,107
E09000003,Barnet,86,African language: Shona,26
E09000003,Barnet,87,African language: Afrikaans,29
E09000003,Barnet,88,African language: Any other Nigerian language,40
E09000003,Barnet,89,African language: Any other West African language,117
E09000003,Barnet,90,African language: Any other African language,150
E09000003,Barnet,91,Sign language: British Sign Language,182
E09000003,Barnet,92,Sign language: Any other sign language,13
E09000003,Barnet,93,Sign language: Any sign communication system,21
E09000003,Barnet,94,Other language,86
E09000004,Bexley,1,English (English or Welsh in Wales),214970
E09000004,Bexley,2,Welsh or Cymraeg (in England only),12
E09000004,Bexley,3,Other UK language: Gaelic (Irish),4
E09000004,Bexley,6,Other UK language: Gaelic (Not otherwise specified),4
E09000004,Bexley,10,Other UK language: Romany English,5
E09000004,Bexley,12,French,543
E09000004,Bexley,13,Portuguese,725
E09000004,Bexley,14,Spanish,601
E09000004,Bexley,15,Other European language (EU): Italian,489
E09000004,Bexley,16,Other European language (EU): German,103
E09000004,Bexley,17,Other European language (EU): Polish,1505
E09000004,Bexley,18,Other European language (EU): Slovak,104
E09000004,Bexley,19,Other European language (EU): Czech,50
E09000004,Bexley,20,Other European language (EU): Romanian,2258
E09000004,Bexley,21,Other European language (EU): Lithuanian,922
E09000004,Bexley,22,Other European language (EU): Latvian,117
E09000004,Bexley,23,Other European language (EU): Hungarian,271
E09000004,Bexley,24,Other European language (EU): Bulgarian,969
E09000004,Bexley,25,Other European language (EU): Greek,213
E09000004,Bexley,26,Other European language (EU): Dutch,50
E09000004,Bexley,27,Other European language (EU): Swedish,25
E09000004,Bexley,28,Other European language (EU): Danish,19
E09000004,Bexley,29,Other European language (EU): Finnish,25
E09000004,Bexley,30,Other European language (EU): Estonian,6
E09000004,Bexley,31,Other European language (EU): Slovenian,9
E09000004,Bexley,32,Other European language (EU): Maltese,10
E09000004,Bexley,33,Other European language (EU): Any other European language (EU),12
E09000004,Bexley,34,Other European language (non EU): Albanian,469
E09000004,Bexley,35,Other European language (non EU): Ukrainian,197
E09000004,Bexley,36,Other European language (non EU): Any other Eastern European language (non EU),6
E09000004,Bexley,37,Other European language (non EU): Northern European language (non EU),12
E09000004,Bexley,38,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",42
E09000004,Bexley,41,Russian,578
E09000004,Bexley,42,Turkish,765
E09000004,Bexley,43,Arabic,292
E09000004,Bexley,44,West or Central Asian language: Hebrew,6
E09000004,Bexley,45,West or Central Asian language: Kurdish,154
E09000004,Bexley,46,West or Central Asian language: Persian or Farsi,240
E09000004,Bexley,47,West or Central Asian language: Pashto,105
E09000004,Bexley,48,West or Central Asian language: Any other West or Central Asian language,72
E09000004,Bexley,49,South Asian language: Urdu,307
E09000004,Bexley,50,South Asian language: Hindi,378
E09000004,Bexley,51,South Asian language: Panjabi,2175
E09000004,Bexley,52,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),1
E09000004,Bexley,53,South Asian language: Bengali (with Sylheti and Chatgaya),511
E09000004,Bexley,54,South Asian language: Gujarati,691
E09000004,Bexley,55,South Asian language: Marathi,77
E09000004,Bexley,56,South Asian language: Telugu,284
E09000004,Bexley,57,South Asian language: Tamil,1254
E09000004,Bexley,58,South Asian language: Malayalam,170
E09000004,Bexley,59,South Asian language: Sinhala,115
E09000004,Bexley,60,South Asian language: Nepalese,1166
E09000004,Bexley,61,South Asian language: Any other South Asian language,96
E09000004,Bexley,62,East Asian language: Mandarin Chinese,225
E09000004,Bexley,63,East Asian language: Cantonese Chinese,450
E09000004,Bexley,64,East Asian language: All other Chinese,717
E09000004,Bexley,65,East Asian language: Japanese,62
E09000004,Bexley,66,East Asian language: Korean,25
E09000004,Bexley,67,East Asian language: Vietnamese,262
E09000004,Bexley,68,East Asian language: Thai,96
E09000004,Bexley,69,East Asian language: Malay,22
E09000004,Bexley,70,East Asian language: Tagalog or Filipino,150
E09000004,Bexley,71,East Asian language: Any other East Asian language,45
E09000004,Bexley,72,Oceanic or Australian language,1
E09000004,Bexley,75,Caribbean Creole: Any other Caribbean Creole,11
E09000004,Bexley,76,African language: Amharic,30
E09000004,Bexley,77,African language: Tigrinya,38
E09000004,Bexley,78,African language: Somali,32
E09000004,Bexley,79,African language: Krio,15
E09000004,Bexley,80,African language: Akan,141
E09000004,Bexley,81,African language: Yoruba,360
E09000004,Bexley,82,African language: Igbo,315
E09000004,Bexley,83,African language: Swahili or Kiswahili,28
E09000004,Bexley,84,African language: Luganda,12
E09000004,Bexley,85,African language: Lingala,13
E09000004,Bexley,86,African language: Shona,55
E09000004,Bexley,87,African language: Afrikaans,36
E09000004,Bexley,88,African language: Any other Nigerian language,48
E09000004,Bexley,89,African language: Any other West African language,67
E09000004,Bexley,90,African language: Any other African language,44
E09000004,Bexley,91,Sign language: British Sign Language,114
E09000004,Bexley,92,Sign language: Any other sign language,1
E09000004,Bexley,93,Sign language: Any sign communication system,5
E09000004,Bexley,94,Other language,23
E09000005,Brent,1,English (English or Welsh in Wales),217371
E09000005,Brent,2,Welsh or Cymraeg (in England only),41
E09000005,Brent,3,Other UK language: Gaelic (Irish),18
E09000005,Brent,6,Other UK language: Gaelic (Not otherwise specified),8
E09000005,Brent,7,Other UK language: Cornish,1
E09000005,Brent,8,Other UK language: Scots,3
E09000005,Brent,10,Other UK language: Romany English,85
E09000005,Brent,12,French,2004
E09000005,Brent,13,Portuguese,7817
E09000005,Brent,14,Spanish,3203
E09000005,Brent,15,Other European language (EU): Italian,3486
E09000005,Brent,16,Other European language (EU): German,449
E09000005,Brent,17,Other European language (EU): Polish,5817
E09000005,Brent,18,Other European language (EU): Slovak,203
E09000005,Brent,19,Other European language (EU): Czech,168
E09000005,Brent,20,Other European language (EU): Romanian,15570
E09000005,Brent,21,Other European language (EU): Lithuanian,490
E09000005,Brent,22,Other European language (EU): Latvian,100
E09000005,Brent,23,Other European language (EU): Hungarian,1806
E09000005,Brent,24,Other European language (EU): Bulgarian,1086
E09000005,Brent,25,Other European language (EU): Greek,1206
E09000005,Brent,26,Other European language (EU): Dutch,205
E09000005,Brent,27,Other European language (EU): Swedish,160
E09000005,Brent,28,Other European language (EU): Danish,61
E09000005,Brent,29,Other European language (EU): Finnish,46
E09000005,Brent,30,Other European language (EU): Estonian,31
E09000005,Brent,31,Other European language (EU): Slovenian,22
E09000005,Brent,32,Other European language (EU): Maltese,12
E09000005,Brent,33,Other European language (EU): Any other European language (EU),98
E09000005,Brent,34,Other European language (non EU): Albanian,1118
E09000005,Brent,35,Other European language (non EU): Ukrainian,228
E09000005,Brent,36,Other European language (non EU): Any other Eastern European language (non EU),5
E09000005,Brent,37,Other European language (non EU): Northern European language (non EU),122
E09000005,Brent,38,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",258
E09000005,Brent,39,Other European language (non-national): Any Romani language,5
E09000005,Brent,40,Other European language (non-national): Yiddish,8
E09000005,Brent,41,Russian,584
E09000005,Brent,42,Turkish,568
E09000005,Brent,43,Arabic,10618
E09000005,Brent,44,West or Central Asian language: Hebrew,89
E09000005,Brent,45,West or Central Asian language: Kurdish,540
E09000005,Brent,46,West or Central Asian language: Persian or Farsi,2636
E09000005,Brent,47,West or Central Asian language: Pashto,1713
E09000005,Brent,48,West or Central Asian language: Any other West or Central Asian language,182
E09000005,Brent,49,South Asian language: Urdu,3015
E09000005,Brent,50,South Asian language: Hindi,1612
